719,1,3.0,945109677
719,3,5.0,945109942
719,4,1.0,945109760
719,5,2.0,945110039
719,7,4.0,945110126
719,11,4.0,945109729
719,17,5.0,945110423
719,21,4.0,945110080
719,34,4.0,965941115
719,36,2.0,965942264
719,39,4.0,945109584
719,45,2.0,945110039
719,46,4.0,945110732
719,62,4.0,945117488
719,104,4.0,945109729
719,105,4.0,945110423
719,141,4.0,945117790
719,207,2.0,945110732
719,222,4.0,945110669
719,231,1.0,965941639
719,236,2.0,945110039
719,237,2.0,945110260
719,248,4.0,945110313
719,252,2.0,945110313
719,261,4.0,945112587
719,280,4.0,965943014
719,318,4.0,945111960
719,339,4.0,945110764
719,350,4.0,945117861
719,356,4.0,945109656
719,357,2.0,945109694
719,360,2.0,945114820
719,364,5.0,945111643
719,377,4.0,945110513
719,380,4.0,945109899
719,381,4.0,945114956
719,408,4.0,945117944
719,440,4.0,945110423
719,454,4.0,965943042
719,480,4.0,945109122
719,508,4.0,945116689
719,524,5.0,965943189
719,527,5.0,945112951
719,539,5.0,945110669
719,585,4.0,945109760
719,586,4.0,945110040
719,587,4.0,945109899
719,588,4.0,945109584
719,590,4.0,945115224
719,593,4.0,945111849
719,597,5.0,945109677
719,605,5.0,965943453
719,608,1.0,945111850
719,647,5.0,945117971
719,708,3.0,945110010
719,719,1.0,945110206
719,725,3.0,945110313
719,765,3.0,945110333
719,780,5.0,945112217
719,788,5.0,945110562
719,802,3.0,965943130
719,805,5.0,945117827
719,818,3.0,945110260
719,830,3.0,945110313
719,852,3.0,945110104
719,858,5.0,945109303
719,917,5.0,945114528
719,919,5.0,945111541
719,920,5.0,945111037
719,932,5.0,945115014
719,1013,5.0,945110932
719,1020,5.0,945110177
719,1021,3.0,965941873
719,1027,5.0,945114528
719,1028,5.0,945111643
719,1030,5.0,945111753
719,1035,5.0,945111584
719,1042,5.0,965941387
719,1059,5.0,945110562
719,1088,5.0,945111693
719,1196,5.0,945109169
719,1198,5.0,945115739
719,1265,1.0,945109489
719,1271,5.0,945110819
719,1285,3.0,945116118
719,1302,5.0,945109421
719,1307,5.0,945115740
719,1353,5.0,945110313
719,1358,5.0,945111850
719,1380,5.0,945111661
719,1393,3.0,945110620
719,1405,3.0,945109984
719,1407,5.0,945112000
719,1408,5.0,945110485
719,1409,3.0,945110732
719,1416,1.0,945111693
719,1485,3.0,965941639
719,1487,4.0,945111693
719,1500,4.0,945109790
719,1513,3.0,945110177
719,1541,3.0,945114800
719,1569,4.0,945109195
719,1580,4.0,945109729
719,1588,4.0,965941766
719,1593,3.0,945110232
719,1641,3.0,945109656
719,1682,4.0,945117398
719,1694,3.0,965942844
719,1704,4.0,945116664
719,1717,3.0,945112000
719,1721,4.0,945109169
719,1747,3.0,945109729
719,1777,4.0,945109919
719,1784,3.0,945109552
719,1810,4.0,965943042
719,1888,3.0,945110732
719,1923,1.0,945109899
719,1954,4.0,945112791
719,1962,4.0,945115915
719,1968,4.0,945115996
719,2028,4.0,945112055
719,2059,4.0,945110992
719,2125,4.0,965942480
719,2146,4.0,945112729
719,2236,4.0,945112633
719,2268,4.0,945117398
719,2302,4.0,945109584
719,2335,3.0,945115064
719,2340,3.0,965940947
719,2371,4.0,945112361
719,23719,4.0,945112361
719,2396,4.0,965941056
719,2398,4.0,945111152
719,2401,4.0,945115252
719,2409,3.0,945112791
719,2410,4.0,945112791
719,2411,3.0,945112791
719,2412,3.0,945112791
719,2424,4.0,965941766
719,2431,3.0,965941639
719,2474,3.0,945115996
719,2642,3.0,945109169
719,2657,4.0,945111724
719,2671,4.0,965941387
719,2724,4.0,965941798
719,2770,4.0,945111109
719,2794,4.0,945112319
719,2795,4.0,945112319
719,2797,4.0,945115874
719,2804,4.0,945115874
719,3100,1.0,945117488
719,3101,5.0,945109195
719,3108,1.0,945110104
719,3247,4.0,965941720
719,3252,4.0,965943014
719,3255,4.0,965941219
719,3450,4.0,965941387
719,3784,4.0,965942177
719,3809,4.0,965941387
719,6425,1.0,965942047
719,2986,5.0,965942047
